id,text,klass,humor_rating,humor_mechanism
tweet21337,¿Si te saca conversación hasta de lo mas mínimo solo por no dejar de hablar contigo? #CualquieraSeEnamora,no-joke,,
tweet21338,"#Chiste Un pez le dice al otro:
-Oye! Sabes que tenemos memoria de 2 segundos?
-Que?
-Que de que pendejo? #Chistes RT",joke,3.2,
tweet21339,En esa ensaladilla rusa me maté yo,no-joke,,
tweet21340,si me pagaran por ser feo sería pobre porque soy un bombón,no-joke,,
tweet21341,Tenía pena pero encontré un Snickers,no-joke,,
tweet21342,"RT @LaloMoranB: @ChisteMalo. Mamá, Mamá, en la escuela me dicen locoo - Quienes hijito quienes, las ardillas mama! Las ardillas!!!",joke,2.0,
tweet21343,"—Amor, ¿qué somos?
—Infelices.",joke,1.2,
tweet21344,"- Doctor, soy asmático, ¿es grave?. 
- No, es esdrújula. (by @huffmanrethro)",joke,3.0,
tweet21345,"Tengo una amiga que le dicen ""La Dominos Pizza""... Porque la llamas y llega bien caliente en 30 minutos. #fb",joke,1.8333,
tweet21346,"Buenos días perdón por el saludo tarde, estoy muy taponeado por las roscas",no-joke,,
tweet21347,"—Amiga, ¿con cuántos hombres te has acostado? —Con cuatro. —Ahhh no son tantos. —Sí, esta semana estuvo tranquila.",joke,2.2,irony
tweet21348,"¿Qué le dijo una VAGINA a un PENE?
• • • • • • • • • • • • • • • • • • • • • •
¿Qué haces ahí parado? ¡ENTRA! #xD #RT",joke,2.2,absurd
tweet21349,"Un vendedor de seguros en el paraíso se encuentra con Adan y Eva, y les dice: -Ajá, veo que no estan cubiertos...",joke,2.0,
tweet21350,RT @roumiranda: - Tenes mocos? - Do,joke,2.0,absurd
tweet21351,"Era Fea como pisar un Rasti descalzo
#chistes",joke,1.0,
tweet21352,#DominicanRepublicWantsMattHunter Te quiero aqui *w* @matthunter123,no-joke,,
tweet21353,Fracasaron como familia si no tienen lugares fijos en la mesa y en el auto.,no-joke,,
tweet21354,"""Si tiene que ser, será.""",no-joke,,
tweet21355,"-Señor, usted tiene todos sus espermatozoides muertos
-Entonces soy un semen-terio, jaja
-Encima de estéril, pelotudo",joke,2.8,
tweet21356,Los siete pecados capitales son: - La pereza y otros seis más.,joke,1.75,
tweet21357,"—¡Mamá, mamá, en la escuela me dicen mafioso! —No te preocupes hijo, mañana arreglo  —De acuerdo, pero que parezca un",joke,2.6,
tweet21358,"ups, twiteo en la cuenta equivocada...",no-joke,,
tweet21359,"—Mi nieto es víctima del bullying.

—¿Cuál es su nieto?

—El puto hipopótamo que esta allá.",joke,2.6,insults
tweet21360,"—Vete con cuidado.

—Gracias, pensaba matarme en el camino pero me salvaste.",joke,2.0,irony
tweet21361,"—Amiga subí una foto posando como puta y sólo tuvo diez likes.
—¿Le pusiste una frase motivacional sacada de Google?
—No.
—¡POR ESO PENDEJA!",joke,1.0,
tweet21362,"No pienses tanto, deja que la vida te sorprenda.",no-joke,,
tweet21363,Cómo hacen para sacarse a alguien de la cabeza?,no-joke,,
tweet21364,Con mis mejores amigos no nos saludamos porque nos chupa un huevo ellos saben que los amo y yo se que me aman *se habían juntado sin el*,joke,2.0,irony
tweet21365,Ni con depilación láser podrán quitarme los vellos momentos que viví contigo,joke,1.25,wordplay
tweet21366,La gente que todo el día relaciona cosas con Los Simpsons debería morirse como la esposa de Flanders en la carrera de Daytona.,joke,1.8,irony
tweet21367,"-Mami, ¿por que los hombres se llaman MEN en inglés? - Porque son MENdigos, MENtirosos, MENsos y MENcabrona, Pero MEN cantan!",joke,2.2,
tweet21368,"––¡Taxi! ––¿A dónde, joven? ––No sé pero dígame, ¿qué hace un tipo cómo usted seduciendo a la vida? ––¡Otra vez tú, pinche Arjona! ¡Bájate!",joke,2.0,
tweet21369,Mi celular ha recibido muchos golpes y aún funciona. Algo así como mi corazon.,no-joke,,
tweet21370,"Es bueno dejar la bebida, lo malo es no acordarse donde. #MaximasFilosoficas #fb",joke,1.6,unmasking
tweet21371,"-Mi novia encontró unos pelos rubios en mi casa.
-No mames ¿Qué le dijiste?
-Le dije que le era infiel... QUÉ PENA DECIRLE QUE VENDO ELOTES.",joke,2.8,
tweet21372,"— ¿Aceptas a Jesucristo como tu Señor y Salvador?

— No joven, puro efectivo.",joke,3.0,
tweet21373,"#chiste en el principio de los tiempos
Adan llama a Eva por telefono
-¿hola quien habla?
-!no seas estupida quien mas te va hablar? #chistes",joke,1.8333,irony
tweet21374,"En q se parecen el dolar y labmujer? En q el dolar tiende a subir, y la mujer sube a tender #ChisteMachista",joke,2.0,
tweet21375,"EL ARTESANO PRIQUENO SE JODE LAS MANOS PA DARLE A UD,*CALIDAD*OYO!? CALIDAD!!NO SEA TAN JOCEADOR PA REGATEARLE LOS PRECIOS D SU SACRIFICIO!!",no-joke,,
tweet21376,Feliz día mama la,no-joke,,
tweet21377,puede ser que se venga update de nightingale; el cual puede molar bastante,no-joke,,
tweet21378,"Si ves un ""escribiendo"" mío por más de 2 min, es que no encuentro el emoji.",joke,2.0,
tweet21379,Me da miedo tener hijos y que salgan bien torpes para las matemáticas igual que yo y quieran que les explique.,no-joke,,
tweet21380,Intentas hacer algo difícil. Te sale. Te sale. Te sale. Te sale. Te sale. Te sale. Te sale. Te sale. Se lo enseñas a alguien. No te sale.,no-joke,,
tweet21381,"#chiste: llega pepito
mama mama hay una cucaracha gay!!!!
por que sabes que es gay?
porque salio del closet #chistes RT",joke,2.2,wordplay
tweet21382,"—Mamá, ¿hay té de manzanilla?
—Sí, en la cocina.
—¿Dónde?
—Eres un inútil, aquí está en la lata de galletas que dice azúcar.",joke,1.25,reference
tweet21383,"Eres feo de cojones!.
Si tú,el que se está preguntando si lo digo por ti.",no-joke,,
tweet21384,"- ¿Porque los chistes feministas son tan cortos?
- Porque si fueran largos los hombres no los entenderían.
#Chist...",joke,2.8,embarrassment
tweet21385,"Qué triste la gente sin huevos.
|￣￣￣￣ ￣ |
| Este tuit      |
| no habla de|
| chocolates  |
|__________| 
 ∧＿_∧   ||
(　´ω` ) ||
/ 　　づ",no-joke,,
tweet21386,fua tengo mensajes desde hace tres dias perdon x naser gente,no-joke,,
tweet21387,a mi me chamuyan un minuto y ya me enamoré,no-joke,,
tweet21388,"A veces, tú solito tienes que darte la charla motivacional.",no-joke,,
tweet21389,"—Por más que lo intento no puedo quitármela de la cabeza.

—¿Es bonita?

—Es hermosa, pero necesito una gorra más grande.",joke,3.0,
tweet21390,Vivir tu vida es algo tan difícil que nadie antes lo ha intentado,joke,1.25,absurd
tweet21391,CONTADOR: Persona que te explica por qué no hiciste el dinero que tu sabes que hiciste trabajando. by @hadacon  #fb,joke,1.6,stereotype
tweet21392,El chileno cuando muere Valparaíso,joke,2.5,wordplay
tweet21393,Porrrrrrr que no fuiste el fin 😫😫😫,no-joke,,
tweet21394,Cuando muere un mimo hago un minuto de ruido,joke,2.2,
tweet21395,"Preguntan a @kjelinek ¿Como seria Un Tsunami en Argentina? 
Pues no creo que haga Mucho daño Por que aqui casi No hay  Japoneses 
#chistes",joke,1.6,absurd
tweet21396,"—¿Qué tal tu operación de oído?

—Sí, ya comí. Gracias.",joke,1.8,misunderstanding
tweet21397,"RT @JuanMarcosGm: @RIETE @CHISTICO @ChisteMalo #chiste Papa papa, en la escuela me dicen gay-Quien hijo- Mi novio :$",joke,1.3333,
tweet21398,"Una suegra se murió, y en su tumba le pusieron este mensaje: ""Aquí descansa ella, y en la casa descansamos todos"".",joke,2.0,insults
tweet21399,me rompe el corazón que no me presten atención cuando les estoy contando algo con mucha emoción,no-joke,,
tweet21400,Tomarse 10 fotos y salir mal en 15.,no-joke,,
tweet21401,Al menos nosotros no le daremos mar a Bolivia. #PeruvsChile,joke,1.3333,
tweet21402,"-Te dejo porque nunca entendés lo que quiero decirte
- Dónde me dejás?",joke,3.2,misunderstanding
tweet21403,Le puse 4 estrellas no porque casi volcamos 3 veces sino porque iba escuchando la Aspen. Chabon que deprimente la gente que escucha eso,no-joke,,
tweet21404,"RT @CesarKatsuragi: RT: @machocabrio: ¿Cuánto tiempo tardará Michael Jackson en biodegradarse? Como 2 millones de años, ¿no?",joke,2.25,exaggeration
tweet21405,puro pa delante para atras la gorra no mas,no-joke,,
tweet21406,"#chiste: Ustedes saben por q cupido siempre anda en pañales.????....
Por q siempre la cagaaaa #chistes RT.",joke,2.0,
tweet21407,Tenía tanta mugre en el auto que el dueño el lavadero me quiere denunciar por contrabando de fauna,joke,1.75,exaggeration
tweet21408,Se imaginan una vida sin dolor de espalda?? Que hermoso sería!!,no-joke,,
tweet21409,"“Para qué duermes ahorita, mejor en el trabajo”

—Mi cerebro.",joke,1.25,
tweet21410,— Mi navegador favorito es Google Chrome. ¿El tuyo?— Jack Sparrow.,joke,2.6,
tweet21411,No me caes mal pero ojala te de un ataque de estornudos cuando tengas diarrea,joke,2.2,
tweet21412,"“De algo me voy a morir”

—Yo antes de hacer una pendejada.",joke,1.5,
tweet21413,Se sacó el brazo!!! #PiccoroDaiMaKu 😱😱 #DragonBall,no-joke,,
tweet21414,tengo que estudiar pero se me dio por ORDENAR TODO EL PLACARD con tal de no leer te revoco una pared,no-joke,,
tweet21415,"La familia de Funes Mori cuando festeja algo importante, 
 tira la casa por arriba de la pared...",joke,1.0,
tweet21416,"#UnidosContraLaExtorsión Unos encapuchados que llegan a pedir extorsión a cada modulo, también deberían capturarlos.",no-joke,,
tweet21417,Quizá los hombres ya no somos tan caballeros porque las mujeres ya no son tan damas.,no-joke,,
tweet21418,"—Mañana nos tenemos que juntar a estudiar los temas del examen
—¿Qué es lo que no entiendes?
—Por qué elegí esta pinche carrera",joke,1.3333,
tweet21419,"Lo que se habló en amistad, no se divulga en enemistad, aprendan a ser leales",no-joke,,
tweet21420,"Con mi mujer siempre caminamos cogidos de la mano. Si la suelto, se va de compras #fb",joke,3.0,
tweet21421,Soy de donde en vez de tocarme los cojones me invitan a jamón.,no-joke,,
tweet21422,"Ha estado lloviendo durante dos días y mi primito no deja de mirar por la ventana. Si sigue así, tendré que dejarlo entrar",joke,3.0,unmasking
tweet21423,Los FEOS deberíamos tener un pase VIP para todo. Demasiado sufrimos en este mundo al llevar esta cara,joke,1.0,exaggeration
tweet21424,"""LECHE EMO""... La unica que se pone feliz cuando se corta.
 via @cris_fajardo  #chistes",joke,2.4,wordplay
tweet21425,Ojalá tortilla de patatas EVERY DAY,no-joke,,
tweet21426,Que paz hay en este lugar porfavor,no-joke,,
tweet21427,"#YOLO!!!!""@Jaydt33: Tuitiando con delay!!!""",no-joke,,
tweet21428,"-Doctor, me comí 50 cartas -¿y como se siente? -mazo",joke,3.8,
tweet21429,Solamente las más putas ocultan su última conexión de Whatsapp.,no-joke,,
tweet21430,"- ¡AHHHHH! - ¿Que pasa? - ¡HAY ALGO EN EL PISO! -Tranquila, solo es una cucaracha  ¡MIERDA TIENE ALAS! CORRAN POR SUS VIDAS",joke,1.2,reference
tweet21431,"-Auxilio, amor, que llamen a los bomberos, se quema nuestra casa!

-Shhhh!, silencio mi amor, no hagas ruido que vas a despertar a tu madre",joke,2.3333,
tweet21432,"Estamos tan perdidos en el incendio que hemos generado, que no alcanzamos a ver, que todo se está quemando a nuestro alrededor.",no-joke,,
tweet21433,"Me cae bien la gente a la que le respondo cuando tengo ganas y no me rompen las pelotas ni se enojan, que paz",no-joke,,
tweet21434,"˚ 　　 　 .　　 . ⊹ 
. ✧ . ᵐᵉ * . ˚
　ᵠᵘᶤᵉʳᵒ　 ⊹ · 　 * . 　 
* . 　 ✦ . ᵖᵉᵍᵃʳ ˚ 
　　ᵘᶰ ˚    * · 
　　 ⋆ .  ᵇᵃˡᵃᶻᵒ　*
˚ * 　　· .",no-joke,,
tweet21435,"Sampaoli, te aconsejo que te operes las líneas de las manos así podés cambiar tu futuro",no-joke,,
tweet21436,Soy la media naranja de alguien que de seguro tiene gastritis y no come cítricos.,joke,1.2,
tweet21437,"La palabra lunes proviene del náhuatl “lunetl” que significa otra vez a la chinga.

¡Buena, exitosa y productiva semana tengan todos! 🍀",joke,1.3333,absurd
tweet21438,No les pasa que quieren saludar a alguien por el cumpleaños y dicen bueno en un rato lo saludo y cuando quieren saludarlo ya pasaron 2 días,no-joke,,
tweet21439,"Un minuto de silencio por todos lo espermatozoides que han muerto en escusados, bocas, pisos, espaldas, paredes, ombligos, cabezas...etc...",joke,1.3333,exaggeration
tweet21440,"Placeres de la vida:

1. Ver a tu ex con alguien más feo que tú.
2. Encontrarte dinero en un pantalón.
3. Comer taquitos al pastor.",no-joke,,
tweet21441,¿Si Dora la exploradora y Batman tuvieran una hija como le llamarían? Batidora JAJAJAJA Entiendes? Bati-Dora JAJAJAJAJAJA No tengo amigos :(,joke,2.0,wordplay
tweet21442,Oye @carlosot2018 que te quiero,no-joke,,
tweet21443,Un borracho a otro: -¿Te gusta el sexo entre tres? -¡Si! -¡Pues corre a tu casa que empezaron sin ti!,joke,1.75,embarrassment
tweet21444,"SI LES GUSTAN NUESTROS TWEET, HAS #RT Y RECOMIENDANOS :) PROXIMOS A LOS 9.000 SEGUIDORES GRACIAS :) :)",no-joke,,
tweet21445,"- Papá ¿me ayudas con el examen de historia?
- Claro.
- ¿De dónde venimos?
- Del Carrefú.
- ¿Es muy caro un profesor particular?",joke,2.4,
tweet21446,Bastante decente me quedó el diseño del fondo de @ChisteMalo,no-joke,,
tweet21447,"Goles de Boutaib (no lo conoce ni su puta madre) 1
Goles de Felipe Baloy 1
Goles de Messi 0

Datos.",no-joke,,
tweet21448,cada día odio mas vivir en esta casa,no-joke,,
tweet21449,"_ Mirá mamá, tengo una bombacha de Japón!
 - Te vino boluda",joke,2.0,misunderstanding
tweet21450,"-Señorita, ¿me vende un condón? -Señor, cuide su lengua! -Tiene razón, deme dos...",joke,3.0,misunderstanding
tweet21451,RT @fanultra: Los condones no son 100% seguros. El otro día mi amigo llevaba uno y fue atropellado por un autobús,joke,1.8,
tweet21452,"—¿Eres fan de Apple? —No. —¡¿Y esa tablet?! —Es mi novia, abuelo, ya déjala en paz. —Mira tiene mini teclas. —¡ABUELO! — JAJAJÁ —:(",joke,1.3333,analogy
tweet21453,"¿Papá, te robaron la tarjeta visa hace 3 meses y no hiciste nada? — Hijo mio, he descubierto que el ladrón gasta menos que tu madre",joke,3.2,
tweet21454,La cagada de los boliches es que van personas.,no-joke,,
tweet21455,"-Cariño!!, hoy cumplimos 20 años de casado ¿por qué no matamos un pavo?
-¿Y que culpa tiene el pavo si tu hermano fue el que nos presento?",joke,2.6667,absurd
tweet21456,Según géminis la tengo que chupar con ganas,joke,1.25,parody
tweet21457,"Llevadme a la opera, por fa",no-joke,,
tweet21458,Bienvenido otoño,no-joke,,
tweet21459,"Un sondeo, gente. ¿Según tú, qué definición se ajusta mejor?
El Jueves es...",no-joke,,
tweet21460,"- ¿Lo rompiste? - No, se le salió el cosito... :s",no-joke,,
tweet21461,"—¿Qué tienes princesa?
—NADA PENDEJO, QUIERO ESTAR SOLA, VETE A LA VERGA.
—Ok.

*En facebook*
“Un novio que se preocupe por ti, eso. 😔”",joke,1.2,irony
tweet21462,"Se jodio mi marido,cero refrescos,cero grasas y dulces,y se acabo el fumar...(Dito,sobreviviremos??)",no-joke,,
tweet21463,Sería una lástima que alguien le dijera a los saqueadores que mi ex tiene cosas de valor en su casa con dirección #5 col. Jardines de la O.,joke,1.5,
tweet21464,"#MiPreguntaEs ¿Si acá las cosas dicen: ""Hechos en china"", en china las cosas dicen: ""Hechos aquí""?",joke,1.2,absurd
tweet21465,"No es que me caigas mal, pero ojalá que te baje en Año Nuevo y no puedas coger.",joke,1.0,
tweet21466,Yo cacho que el del sushi ya me tiene cachada en el chiva esa del palito para dos,no-joke,,
tweet21467,WhatsApp debería avisarme si sonríes cuando lees lo que escribo.,no-joke,,
tweet21468,Me robo la llave de mi moto y quiere que le devuelva las ojotas. Ajjajaajajaja tan mas vendidas deja ajjaaj,no-joke,,
tweet21469,eres la reina del pop 💃💃💃,no-joke,,
tweet21470,"— Amor, hoy vamos a hacer el amor bajo la luz de luna.— ¿Hoy también me vas a llevar al potrero para no pagar motel? :(",joke,2.4,
tweet21471,El del Uber está escuchando Marinero de Maluma. 5 estrellas y ojalá me pida ser su novio.,joke,1.3333,
tweet21472,Dar vuelta la almohada para el lado que está frío en verano también debería contar como coger.,no-joke,,
tweet21473,"Dios nos dio a los hombres 2 cabezas, pero no suficiente sangre para pensar con las 2 al mismo tiempo",joke,2.0,absurd
tweet21474,La chava más fuerte del gym me pidió que saliera con ella y le dije que no porque yo no ando con mamadas.,no-joke,,
tweet21475,"— Mi amor, te voy a regalar la lampara de Aladino vacía — Y yo para que quiero esa chingadera? — Pues pa que guardes tu pinche genio.",joke,2.3333,wordplay
tweet21476,RT @GoldenTriumph: @ChisteMalo Habia una vez un tipo TAN flojo... Que ni siquiera le invento el final a este chiste.,joke,2.0,exaggeration
tweet21477,"_ El clítoris está adelante o atrás?
- Adelante!!!!
_ Entonces le chupé las hemorroides",joke,1.6,
tweet21478,"—¿Por qué no me saludaste hoy?

—Perdón, no te reconozco sin filtros.",joke,1.6,embarrassment
tweet21479,"Parezco bueno, pero mato los mosquitos y déjo la sangre en la pared para que sirva de ejemplo a los demás.",joke,2.0,
tweet21480,"""1970:
-Puedo tomar su mano?
-Por supuesto

2018:
*Le agarra la mano, se la lleva a la chota*""",joke,1.0,analogy
tweet21481,"— ¿Tiene experiencia en algún cargo administrativo? 
— Sí, administro varios grupos de WhatsApp.
— Ok, nosotros le llamamos.",joke,1.8,misunderstanding
tweet21482,Meta stalkear las locas jajajajaja,no-joke,,
tweet21483,Me haces mucha falta y el arbitro no cobra nada.,joke,2.3333,
tweet21484,A los del Oxxo se les hace más fácil abrir otro Oxxo que abrir otra caja.,joke,1.6667,
tweet21485,"Presumes de que te dice ""Te amo"", pero te aseguro que es de la boca para afuera. 🤣 
Avión aterriza!  🛬",no-joke,,
tweet21486,"Bueno,arranquen a dormir q mañana hay q madrugar,y se lavan los dientes antes d mimir! No sean puerquitos! Los quiero mis niñ@s!!!",no-joke,,
tweet21487,Te dije MIL MILLONES DE VECES que no soy exagerado!!! #twittiemoschistesmalos,joke,2.8,irony
tweet21488,"Sabías que: Si derrites un gran glaciar, podrás ver de cerca un gran dragón.",no-joke,,
tweet21489,"“Amaral pone el cuerpo”, cuerpo como eufemismo culo.",no-joke,,
tweet21490,El 'combate del siglo' lo han vendido como un Brasil de los 70 vs Holanda de Cruyff y ha sido un Venezuela vs Perú. Es shimples.,no-joke,,
tweet21491,Hay veces que las frases no terminan como uno se lo,joke,2.4,analogy
tweet21492,Hace mucho calor para ir a escobar y Melu donde se va a ir ahora?..,no-joke,,
tweet21493,"—Oye me siento mal. —¿Qué tienes? —Ganas de verte... —Uy, pues te vas a morir.",joke,1.6667,embarrassment
tweet21494,Una palabra de aliento después de un fracaso vale más que una hora de alabanzas después de un éxito.,no-joke,,
tweet21495,"Te paso el guión de mi próxima pelicula:
-",joke,2.4,
tweet21496,Nunca subestimes a un pendejo. Puede que algún día sea tu presidente.,joke,1.6667,
tweet21497,"Q.E.D.P los chicos jugando las escondidas, al poli-ladron, a la mancha y más.",no-joke,,
tweet21498,RT si has salido con alguien sólo para comer gratis. LIKE si al que usaron fue a ti.,no-joke,,
tweet21499,"Un viejito se toma una viagra, cierra los ojos y se concentra. De pronto se toca el corazón y grita: Tu no guevón, tu no!!! #fb",joke,1.5,
tweet21500,Quiero una mascota para que me haga compañía en mi depa ):,no-joke,,
tweet21501,"Cuando escucho que alguien me dice ""es gratis"" sonrío, ni sé de qué se trata, pero sólo el hecho de saber que es gratis me hace feliz.",no-joke,,
tweet21502,"Idea millonaria: celulares para papás con sólo dos teclas ""O"" y ""K"".",joke,1.8333,reference
tweet21503,"Antes el hombre que se enojaba con su vieja se iban a la cantina, ahora sólo escribe indirectas en redes sociales. 

Se pierden los valores.",joke,1.6667,analogy
tweet21504,Nunca creí que el amor era agua con sal.,no-joke,,
tweet21505,"—¡MIJO, YA NO HAY PAPEL, PÁSAME ESO QUE ESTÁ COLGADO EN LA SALA!  —Papá, es mi título de diseñador gráfico. ☹️  —Ya, pásame esa basura.",joke,3.0,
tweet21506,No debemos celebrar la muerte de nadie. Sólo espero que este sea un nuevo camino hacia la Venezuela libre. Murió Hugo Chávez. Viva Venezuela,no-joke,,
tweet21507,Que difícil es encontrar EL ángulo para salir bien en una foto en bikini,no-joke,,
tweet21508,"#TuiteaAlgoQueAmas: ""Internet"" Yo tampoco me imagino la vida sin él.",no-joke,,
tweet21509,Acerola,no-joke,,
tweet21510,"Yo por eso no voy a las peluquerías.
Ta, que casi no tenga pelo es un detalle.",joke,2.3333,irony
tweet21511,— ¿Estás celoso? — Un poco. — ¿Del 1 al 10? — 11.,joke,1.75,exaggeration
tweet21512,Dios dame onda verde que me estoy cagando,no-joke,,
tweet21513,"-¡Oye, te dijo NERD! -¿¡Cómo se atreve?! Deténme mi calculadora! #fb",joke,1.8,exaggeration
tweet21514,"¡Yo no sé para qué ves el juego si siempre pierden!

—Una novia reclamando atención.",joke,1.2,reference
tweet21515,"""Que raro que todavía no está el agua..."" pensé, y me dí cuenta de que el fuego estaba apagado",no-joke,,
tweet21516,Hoy volví a tener una relación con la estufa,no-joke,,
tweet21517,"Soy autosuficiente.
.
-Te toca fregar.",joke,1.6,
tweet21518,#SensacionesFeas cuando sentis que te camina algún bichito por el cuerpo. Y darte cuenta que es un simple pelo.,no-joke,,
tweet21519,"- Ha cometido usted un crimen matemático.
- Pues, lo asumo.
- Pues, lo arresto.
#Chistes #Humor #Anecdotas #Polic...",joke,2.4,
tweet21520,Y yo que todavía me siento rara tomando sol sabiendo lo mal que hace y la otra muriendose de sobredosis de heroina,no-joke,,
tweet21521,"Gritaba la multitud: arriba el novio, arriba la novia! y dice un borrachito: ¡Hp, déjenlos que se acomoden como quieran! #humortico",joke,2.25,misunderstanding
tweet21522,La música es muy de abrirte la ventana cuando no podés respirar.,no-joke,,
tweet21523,"Sólo sé que vivo en Eakins. No pidan mucho, gracias.",no-joke,,
tweet21524,"Netflix: Wey, checa el verguero de series nuevas que hay, tenemos como 587 nuevas series.

Yo: Me vale verga, voy a ver Volver al futuro.",no-joke,,
tweet21525,"Karanka:""Noticia será el dia que acabemos con once"" &lt;- llourando...",no-joke,,
tweet21526,"—Mamá Tengo hambre.
—Bueno, cocinate algo.
—JAJAJA ya se me paso.",joke,1.75,reference
tweet21527,"No te deseo el mal, pero ojalá tu mamá te siga en Twitter.",joke,1.25,stereotype
tweet21528,"-¿Te acuerdas de Andrea, la de la prepa?
-Uy sí, como no, era bien puta. 
-Me casé con ella.
-Pero excelente persona, eso sí.",joke,2.1667,
tweet21529,"«Estimado amigo pobre, si no tienes mínimo un iPhone 8, no puedes opinar nada acerca de nuestros nuevos productos»

—Steve Jobs.",joke,1.6,
tweet21530,Mucha limpieza para un solo domingo. 😴,no-joke,,
tweet21531,"-Doctor, el pelo se me esta cayendo, ¿me puede dar algo para conservarlo? -Si, claro, aquí tiene una caja de zapatos",joke,2.5,wordplay
tweet21532,"—Skrillex, ¿Qué se siente estar enamorado? —Asdfghjklñqwertyuiop &lt;3.",joke,1.0,irony
tweet21533,"Estoy pedo no pendejo.

— Yo pedo y pendejo.",joke,1.0,absurd
tweet21534,"-papá papá, como nací yo? 
- veraz, todo comenzó cuándo fui a la farmacia y estaba cerrada! #XD",joke,1.8,misunderstanding
tweet21535,"Dije voy a cargar nafta
Cuánto cargó?
1700$
Me arde la cola",no-joke,,
tweet21536,"Para qué quiero hijos si tengo mi depresión, nace, crece, la alimento, se reproduce y me hace la vida miserable.",joke,2.25,exaggeration
tweet21537,Fuimos tan perfectos que hasta el universo se puso celoso y nos separó… ahhh te creas jajaja nomás no me querías.,joke,2.6667,irony
tweet21538,"Le dice un Argentino a su esposa:
- Mi amor, esta noche voy a hacer el amor a lo afónico.
La mujer le dice:
- Cómo?.
- Sí mujer, sin vos #RT",joke,1.75,wordplay
tweet21539,Qué incómodo es hacer spinning sentado encima de toda la ropa que hay en la bicicleta estática.,joke,2.25,
tweet21540,"—Papá, ¿me ayudas con matemáticas?
—Claro.
—¿Qué es una integral?
—Es una suma con más fibra y menos calorías.
—Gracias pa, yo puedo solo.",joke,2.8333,misunderstanding
tweet21541,"— Amor estas brava
— :)
— Te amo
— :)
— ENTONCES COMA MIERDA
— :)
— Esta hijueputa esta trabada
— :)",joke,1.25,
tweet21542,Se creen muy fans de Stephen Hawking y sólo conocen la de Technologic.,joke,1.0,
tweet21543,"Le pusieron ""Twitter"" porque ""Si no opinas como yo estás bien menso"",  era muy largo.",joke,1.0,
tweet21544,"Mi salario se acerca a las 6 cifras.
- El mío también.
- Cuánto ganas?.
- 99.999 pesetas.",joke,1.25,
tweet21545,"""Este programa posee contenido adulto""

-Dolores de espalda.
-Resúmen de la tarjeta.
-Ollas antiadherentes.
-Finales.",joke,3.4,
tweet21546,Apenas es martes y ya tengo ganas de una cerveza.,no-joke,,
tweet21547,Ni por España ni por la madre que me parió si me tengo que movilizar por algo es para comer jamón.,no-joke,,
tweet21548,Creo que este año podría ser mi peor año aunque ya tuve el peor entonces sería la segunda parte,no-joke,,
tweet21549,Tengo 9 días para conseguir novia,no-joke,,
tweet21550,Típico: vas al medico y te pone 100 ml de صول على مشغووقف م فيس صو ع,joke,2.6667,stereotype
tweet21551,Hay un graffiti en un puente... -Unos: ¡VANDALISMO! -Otros: ¡ESO ES ARTE! -Yo: ¿Cómo coño hizo para subir ahí?,joke,2.5,
tweet21552,"Evalúo mi línea de vida y en verdad, más de un verano me enseñó que a veces la empatía no es sinónimo de decir ""sí"".",no-joke,,
tweet21553,Noossa noossaa... nossaalgooo con nadiee Ay toy soltero... Ay Ayy toy soltero :(,joke,1.2,parody
tweet21554,"—¿Tenes novia? 

—Sí. 

—¿Cómo se llama? 

—Ima Ginaria.",joke,2.1667,
tweet21555,"- Oye, ¿cuánto te costó esa terapia que hiciste para dejar de pensar en comida todo el rato?
- Pimientos pesos.",joke,3.0,wordplay
tweet21556,Hace un tiempo un burro fue a la escuela con intención de aprender a leer... Gracias a su esfuerzo y dedicación hoy esta leyendo este tweet.,joke,2.0,
tweet21557,Mi hermana a roto los huevos toda la sienta... como mierda hace la hdp.?,no-joke,,
tweet21558,¿Cuánto debe transpirar ese poncho? Que asco ese calzoncillo,no-joke,,
tweet21559,"—¿Sigues enojada?
—Sí.
—Bueno te compre...
—A mí no me compras, chingas a tu…
—Los tacones Louboutin que te gustaron.
—Ay, te amo, mi amor.",joke,1.0,unmasking
tweet21560,"Formas de invocar al diablo: —Rito satánico. —Jugar la Ouija. —Decirle a una mujer: ""ay ya relájate, es solo un cólico, no exageres"".",joke,1.8333,stereotype
tweet21561,Dicen que reencarnamos en versiones mejoradas de nosotros mismos. Yo digo que es increíble que en otra vida haya estado todavía más pendejo.,joke,2.6667,parody
tweet21562,Fuí al campeonato del que ríe mejor.. quedé último,joke,2.6667,parody
tweet21563,Molestar a alguien sólo porque te gusta ver como se enfada.,no-joke,,
tweet21564,"#Chiste: Cual es el nombre del que mas se rien?
El de jajajajajajajajajavier #chistes RT..",joke,1.2,wordplay
tweet21565,"- Bailas hermosa? - SI! - Excelente, me quedo con silla.",joke,2.75,
tweet21566,"Se la pasan tuiteando ""no hay que arrepentirse de nada en la vida"" y ahora se arrepienten de un follow. ¿¿FACEBOOK SÓ VÓ??",no-joke,,
tweet21567,"ya no sé cuántas m van bloqueando en Instagram xq las etiqueto mucho en los sorteos

perdón pero es más fuerte q yo",no-joke,,
tweet21568,"Obélix se cayó en una marmita y es súperfuerte, tú te diste un golpe en la pila bautismal y eres súpergilipollas. Así es la vida.",joke,1.0,insults
tweet21569,"—¿Qué haces mi vida?

—Soportar todos tus putos errores.",no-joke,,
